title,content,option_a,option_b,option_c,option_d,option_e,correct_answer,category,difficulty,year,hint,solution_idea,explanation,tags,is_active
考古題_Python_Q.7,"a = 0
b = 1
for i in range(2, N + 1):
    temp = b
    (a)
    a = temp
    print( (b) )

一個費式數列定義第一個數為 0，第二個數為 1，之後的每個數都等於前兩個數相加，如下所示：
0、1、1、2、3、5、8、13、21、34、55、89…。
右側的程式用以計算並印出第 N 個（N≥2）費式數列的數值，請問 (a) 與 (b) 兩個空格的敘述（statement）應該為何？",(a) f[i] = f[i-1]+f[i-2]  (b) f[N],(a) a = a+b  (b) a,(a) b = a+b  (b) a,(a) f[i] = f[i-1]+f[i-2]  (b) f[i],以上皆非,C,考古題,medium,,,,"把數列定義成第 1 項是 0、第 2 項是 1（也就是 a=第1項、b=第2項）。每一輪迴圈要做的事情是：先把目前的 b（也就是這一項）存到 temp，再用「舊 a + 舊 b」算出下一項存回 b（此時 a 還沒被更動，所以可以直接寫成 b=a+b），最後把 a 更新成 temp（也就是這一輪一開始的 b）。

以 (a) 為「b=a+b」逐步驗證：
i=2：temp=b=1；b=a+b=0+1=1（第3項）；a=temp=1。
i=3：temp=b=1；b=a+b=1+1=2（第4項）；a=temp=1。
i=4：temp=b=2；b=a+b=1+2=3（第5項）；a=temp=2。

觀察到每一輪結束時，a 剛好等於「temp」，也就是這一輪一開始 b 的值，恰好是第 i 項的數值（因為 b 進入第 i 輪時已經是第 i 項）。所以要印出第 i 項，應該印出 a，而不是印出剛被更新為「下一項」的 b。因此 (b) 應填入 a。","Python,考古題",True
考古題_C_Q.8,"void f1 (int m) {
    if (m > 3) {
        printf(""%d\n"", m);
        return;
    }
    else {
        printf(""%d\n"", m);
        f2(m+2);
        printf(""%d\n"", m);
    }
}

void f2 (int n) {
    if (n > 3) {
        printf(""%d\n"", n);
        return;
    }
    else {
        printf(""%d\n"", n);
        f1(n-1);
        printf(""%d\n"", n);
    }
}

給定右側函式 f1() 及 f2()。f1(1) 運算過程中，以下敘述何者為錯？",印出的數字最大的是 4,f1 一共被呼叫二次,f2 一共被呼叫三次,數字 2 被印出兩次,以上敘述皆正確,C,考古題,hard,,,,"逐步展開呼叫過程（依序印出的數字如下）：
f1(1)：印 1，呼叫 f2(3)
　f2(3)：印 3，呼叫 f1(2)
　　f1(2)：印 2，呼叫 f2(4)
　　　f2(4)：4>3，印 4，直接 return
　　f1(2) 呼叫完 f2(4) 後再印一次 2
　f2(3) 呼叫完 f1(2) 後再印一次 3
f1(1) 呼叫完 f2(3) 後再印一次 1

印出順序：1, 3, 2, 4, 2, 3, 1。

逐一檢查：最大值確實是 4（成立）；f1 總共被呼叫 2 次（最初的 f1(1) 與 f2(3) 內部呼叫的 f1(2)，成立）；數字 2 確實印出兩次（成立）；但 f2 只被呼叫了 2 次（f1(1) 內部呼叫的 f2(3)，以及 f1(2) 內部呼叫的 f2(4)），並不是 3 次，因此「f2 一共被呼叫三次」是錯的敘述。","C程式,考古題",True
考古題_Python_Q.8,"def f1(m):
    if m > 3:
        print(m)
        return
    else:
        print(m)
        f2(m + 2)
        print(m)

def f2(n):
    if n > 3:
        print(n)
        return
    else:
        print(n)
        f1(n - 1)
        print(n)

給定右側函式 f1() 及 f2()。f1(1) 運算過程中，以下敘述何者為錯？",印出的數字最大的是 4,f1 一共被呼叫二次,f2 一共被呼叫三次,數字 2 被印出兩次,以上敘述皆正確,C,考古題,hard,,,,"逐步展開呼叫過程（依序印出的數字如下）：
f1(1)：印 1，呼叫 f2(3)
　f2(3)：印 3，呼叫 f1(2)
　　f1(2)：印 2，呼叫 f2(4)
　　　f2(4)：4>3，印 4，直接 return
　　f1(2) 呼叫完 f2(4) 後再印一次 2
　f2(3) 呼叫完 f1(2) 後再印一次 3
f1(1) 呼叫完 f2(3) 後再印一次 1

印出順序：1, 3, 2, 4, 2, 3, 1。

逐一檢查：最大值確實是 4（成立）；f1 總共被呼叫 2 次（最初的 f1(1) 與 f2(3) 內部呼叫的 f1(2)，成立）；數字 2 確實印出兩次（成立）；但 f2 只被呼叫了 2 次（f1(1) 內部呼叫的 f2(3)，以及 f1(2) 內部呼叫的 f2(4)），並不是 3 次，因此「f2 一共被呼叫三次」是錯的敘述。","Python,考古題",True
考古題_C_Q.9,"i = 76;
j = 48;
while ((i % j) != 0) {
    ____________
    ____________
    ____________
}
printf(""%d\n"", j);

右側程式片段擬以輾轉除法（歐幾里得演算法）求 i 與 j 的最大公因數。請問 while 迴圈內容何者正確？","k = i % j
    i = j
    j = k","i = j
    j = k
    k = i % j","i = j
    j = i % k
    k = i","k = i
    i = j
    j = i % k",以上皆非,A,考古題,easy,,,,輾轉相除法的標準寫法是：先用暫存變數 k 存下 i 除以 j 的餘數（k = i % j），再把 i 更新成原本的 j，最後把 j 更新成剛剛存下的餘數 k。這樣的順序才能保證用到的都是「更新前」的正確數值。其餘選項都是先改動 i 或 j 之後才計算 k，會用到已經被覆蓋、不正確的數值。,"C程式,考古題",True
考古題_Python_Q.9,"i = 76
j = 48
while (i % j) != 0:
    ____________
    ____________
    ____________
print(j)

右側程式片段擬以輾轉除法（歐幾里得演算法）求 i 與 j 的最大公因數。請問 while 迴圈內容何者正確？","k = i % j
    i = j
    j = k","i = j
    j = k
    k = i % j","i = j
    j = i % k
    k = i","k = i
    i = j
    j = i % k",以上皆非,A,考古題,easy,,,,輾轉相除法的標準寫法是：先用暫存變數 k 存下 i 除以 j 的餘數（k = i % j），再把 i 更新成原本的 j，最後把 j 更新成剛剛存下的餘數 k。這樣的順序才能保證用到的都是「更新前」的正確數值。其餘選項都是先改動 i 或 j 之後才計算 k，會用到已經被覆蓋、不正確的數值。,"Python,考古題",True
考古題_C_Q.10,"void main () {
    int count = 10;
    if (count > 0) {
        count = 11;
    }
    if (count > 10) {
        count = 12;
        if (count % 3 == 4) {
            count = 1;
        }
        else {
            count = 0;
        }
    }
    else if (count > 11) {
        count = 13;
    }
    else {
        count = 14;
    }
    if (count) {
        count = 15;
    }
    else {
        count = 16;
    }
    printf(""%d\n"", count);
}

右側程式執行過後所輸出數值為何？",11,13,15,16,以上皆非,D,考古題,medium,,,,依序執行：count=10；第一個 if(count>0) 成立，count=11。第二個 if(count>10) 成立（11>10），count=12；內層 if(count%3==4)：12%3=0，不等於4，故 count=0（else 分支）。注意第二個 if 已經成立，所以它的 elif/else 都不會執行。最後 if(count)：count 目前是 0，在條件判斷中視為假，所以執行 else，count=16。輸出 16。,"C程式,考古題",True
考古題_Python_Q.10,"count = 10
if count > 0:
    count = 11
if count > 10:
    count = 12
    if count % 3 == 4:
        count = 1
    else:
        count = 0
elif count > 11:
    count = 13
else:
    count = 14
if count:
    count = 15
else:
    count = 16
print(count)

右側程式執行過後所輸出數值為何？",11,13,15,16,以上皆非,D,考古題,medium,,,,依序執行：count=10；第一個 if(count>0) 成立，count=11。第二個 if(count>10) 成立（11>10），count=12；內層 if(count%3==4)：12%3=0，不等於4，故 count=0（else 分支）。注意第二個 if 已經成立，所以它的 elif/else 都不會執行。最後 if(count)：count 目前是 0，在條件判斷中視為假，所以執行 else，count=16。輸出 16。,"Python,考古題",True
考古題_C_Q.11,"1. int fun (int n) {
2.     int fac = 1;
3.     if (n >= 0) {
4.         fac = n * fun(n - 1);
5.     }
6.     return fac;
7. }

右側為一個計算 n 階乘的函式，請問該如何修改才會得到正確的結果？",第2行，改為 fac = n,第3行，改為 if (n > 0) {,第4行，改為 fac = n * fun(n+1),第4行，改為 fac = fac * fun(n-1),以上皆非,B,考古題,medium,,,,"原本的程式缺少正確的遞迴終止條件：當 n=0 時，仍然會計算 fac = 0 * fun(-1)，而 fun(-1) 因為 -1 不滿足 n>=0，直接回傳初始值 fac=1，導致 fun(0) = 0*1 = 0，但 0 的階乘應該是 1，答案錯誤。

把第 3 行的判斷條件改成 if (n > 0)：當 n=0 時就不會再往下遞迴，直接回傳初始值 fac=1（正確，0!=1）；n=1 時 fac=1*fun(0)=1*1=1（正確，1!=1）；n=2 時 fac=2*fun(1)=2*1=2（正確）。修改後遞迴終止條件正確，可以得到正確的階乘結果。","C程式,考古題",True
考古題_Python_Q.11,"1. def fun(n):
2.     fac = 1
3.     if n >= 0:
4.         fac = n * fun(n - 1)
5.     return fac

右側為一個計算 n 階乘的函式，請問該如何修改才會得到正確的結果？",第2行，改為 fac = n,第3行，改為 if n > 0:,第4行，改為 fac = n * fun(n+1),第4行，改為 fac = fac * fun(n-1),以上皆非,B,考古題,medium,,,,"原本的程式缺少正確的遞迴終止條件：當 n=0 時，仍然會計算 fac = 0 * fun(-1)，而 fun(-1) 因為 -1 不滿足 n>=0，直接回傳初始值 fac=1，導致 fun(0) = 0*1 = 0，但 0 的階乘應該是 1，答案錯誤。

把第 3 行的判斷條件改成 if (n > 0)：當 n=0 時就不會再往下遞迴，直接回傳初始值 fac=1（正確，0!=1）；n=1 時 fac=1*fun(0)=1*1=1（正確，1!=1）；n=2 時 fac=2*fun(1)=2*1=2（正確）。修改後遞迴終止條件正確，可以得到正確的階乘結果。","Python,考古題",True
考古題_C_Q.12,"int f(int n) {
    int p = 0;
    int i = n;
    while (i >= (a) ) {
        p = 10 – (b) * i;
        printf(""%d"", p);
        i = i - (c) ;
    }
}

右側 f() 函式 (a)、(b)、(c) 處需分別填入哪些數字，方能使得 f(4) 輸出 2468 的結果？","1, 2, 1","0, 1, 2","0, 2, 1","1, 1, 1",以上皆非,A,考古題,hard,,,,"輸出 ""2468"" 是連續印出 2、4、6、8 四個數字，對應 i 從 4 遞減到 1（總共 4 輪）。代入 (a)=1, (b)=2, (c)=1 驗證：
i=4：p=10-2*4=2，印出 2；i 減 1 變 3。
i=3：p=10-2*3=4，印出 4；i 變 2。
i=2：p=10-2*2=6，印出 6；i 變 1。
i=1：p=10-2*1=8，印出 8；i 變 0。
i=0：條件 i>=1 不成立，迴圈結束。

依序印出 2468，與題目要求相符。","C程式,考古題",True
考古題_Python_Q.12,"def f(n):
    p = 0
    i = n
    while i >= (a):
        p = 10 - (b) * i
        print(p, end='')
        i = i - (c)

右側 f() 函式 (a)、(b)、(c) 處需分別填入哪些數字，方能使得 f(4) 輸出 2468 的結果？","1, 2, 1","0, 1, 2","0, 2, 1","1, 1, 1",以上皆非,A,考古題,hard,,,,"輸出 ""2468"" 是連續印出 2、4、6、8 四個數字，對應 i 從 4 遞減到 1（總共 4 輪）。代入 (a)=1, (b)=2, (c)=1 驗證：
i=4：p=10-2*4=2，印出 2；i 減 1 變 3。
i=3：p=10-2*3=4，印出 4；i 變 2。
i=2：p=10-2*2=6，印出 6；i 變 1。
i=1：p=10-2*1=8，印出 8；i 變 0。
i=0：條件 i>=1 不成立，迴圈結束。

依序印出 2468，與題目要求相符。","Python,考古題",True
考古題_C_Q.13,"int f (int n) {
    if (n > 3) {
        return 1;
    }
    else if (n == 2) {
        return (3 + f(n+1));
    }
    else {
        return (1 + f(n+1));
    }
}

int g(int n) {
    int j = 0;
    for (int i=1; i<=n-1; i=i+1) {
        j = j + f(i);
    }
    return j;
}

右側 g(4) 函式呼叫執行後，回傳值為何？",6,11,13,14,以上皆非,C,考古題,medium,,,,"g(4) 會計算 f(1)+f(2)+f(3)（迴圈 i 從 1 到 n-1=3）。

f(3)：3 不大於 3、也不等於 2，回傳 1+f(4)；f(4)：4>3，回傳 1。所以 f(3)=1+1=2。
f(2)：等於 2，回傳 3+f(3)=3+2=5。
f(1)：不大於 3、不等於 2，回傳 1+f(2)=1+5=6。

g(4) = f(1)+f(2)+f(3) = 6+5+2 = 13。","C程式,考古題",True
考古題_Python_Q.13,"def f(n):
    if n > 3:
        return 1
    elif n == 2:
        return 3 + f(n + 1)
    else:
        return 1 + f(n + 1)

def g(n):
    j = 0
    for i in range(1, n):
        j = j + f(i)
    return j

右側 g(4) 函式呼叫執行後，回傳值為何？",6,11,13,14,以上皆非,C,考古題,medium,,,,"g(4) 會計算 f(1)+f(2)+f(3)（迴圈 i 從 1 到 n-1=3）。

f(3)：3 不大於 3、也不等於 2，回傳 1+f(4)；f(4)：4>3，回傳 1。所以 f(3)=1+1=2。
f(2)：等於 2，回傳 3+f(3)=3+2=5。
f(1)：不大於 3、不等於 2，回傳 1+f(2)=1+5=6。

g(4) = f(1)+f(2)+f(3) = 6+5+2 = 13。","Python,考古題",True
考古題_C_Q.14,"int Mystery (int x) {
    if (x <= 1) {
        return x;
    }
    else {
        return ____________ ;
    }
}

右側 Mystery() 函式 else 部分運算式應為何，才能使得 Mystery(9) 的回傳值為 34。",x + Mystery(x-1),x * Mystery(x-1),Mystery(x-2) + Mystery(x+2),Mystery(x-2) + Mystery(x-1),以上皆非,D,考古題,medium,,,,"34 恰好是費氏數列（0, 1, 1, 2, 3, 5, 8, 13, 21, 34, …）的其中一項，而 Mystery 的基本情況 Mystery(0)=0、Mystery(1)=1 正好符合費氏數列的起始值，因此可以合理猜測 Mystery 就是在計算費氏數列，遞迴式應為 Mystery(x)=Mystery(x-1)+Mystery(x-2)，對應選項 (D)。

逐步驗證：Mystery(2)=1+0=1，Mystery(3)=1+1=2，Mystery(4)=2+1=3，Mystery(5)=3+2=5，Mystery(6)=5+3=8，Mystery(7)=8+5=13，Mystery(8)=13+8=21，Mystery(9)=21+13=34。正好等於題目要求的 34。","C程式,考古題",True
考古題_Python_Q.14,"def Mystery(x):
    if x <= 1:
        return x
    else:
        return ____________

右側 Mystery() 函式 else 部分運算式應為何，才能使得 Mystery(9) 的回傳值為 34。",x + Mystery(x-1),x * Mystery(x-1),Mystery(x-2) + Mystery(x+2),Mystery(x-2) + Mystery(x-1),以上皆非,D,考古題,medium,,,,"34 恰好是費氏數列（0, 1, 1, 2, 3, 5, 8, 13, 21, 34, …）的其中一項，而 Mystery 的基本情況 Mystery(0)=0、Mystery(1)=1 正好符合費氏數列的起始值，因此可以合理猜測 Mystery 就是在計算費氏數列，遞迴式應為 Mystery(x)=Mystery(x-1)+Mystery(x-2)，對應選項 (D)。

逐步驗證：Mystery(2)=1+0=1，Mystery(3)=1+1=2，Mystery(4)=2+1=3，Mystery(5)=3+2=5，Mystery(6)=5+3=8，Mystery(7)=8+5=13，Mystery(8)=13+8=21，Mystery(9)=21+13=34。正好等於題目要求的 34。","Python,考古題",True
考古題_C_Q.15,"int a[9] = {1, 3, 5, 7, 9, 8, 6, 4, 2};
int n=9, tmp;
for (int i=0; i<n; i=i+1) {
    tmp = a[i];
    a[i] = a[n-i-1];
    a[n-i-1] = tmp;
}
for (int i=0; i<=n/2; i=i+1)
    printf(""%d %d "", a[i], a[n-i-1]);

右側程式碼執行後，輸出結果為何？",2 4 6 8 9 7 5 3 1 9,1 3 5 7 9 2 4 6 8 9,1 2 3 4 5 6 7 8 9 9,2 4 6 8 5 1 3 7 9 9,以上皆非,C,考古題,medium,,,,"第一個迴圈讓 i 跑過 0 到 n-1（完整範圍，不是只到一半），也就是每一對 (i, n-1-i) 都被交換了兩次，等於整個陣列又變回原本的樣子：a 仍是 [1,3,5,7,9,8,6,4,2]，完全沒有改變。

第二個迴圈 i 從 0 到 n//2（共 5 次），印出 a[i] 與 a[n-i-1]：
i=0：a[0]=1, a[8]=2 → ""1 2""
i=1：a[1]=3, a[7]=4 → ""3 4""
i=2：a[2]=5, a[6]=6 → ""5 6""
i=3：a[3]=7, a[5]=8 → ""7 8""
i=4：a[4]=9, a[4]=9（i 與 n-i-1 剛好相同）→ ""9 9""

合起來輸出 ""1 2 3 4 5 6 7 8 9 9""。","C程式,考古題",True
考古題_Python_Q.15,"a = [1, 3, 5, 7, 9, 8, 6, 4, 2]
n = 9
for i in range(n):
    a[i], a[n-i-1] = a[n-i-1], a[i]
for i in range(n//2 + 1):
    print(a[i], a[n-i-1], end=' ')

右側程式碼執行後，輸出結果為何？",2 4 6 8 9 7 5 3 1 9,1 3 5 7 9 2 4 6 8 9,1 2 3 4 5 6 7 8 9 9,2 4 6 8 5 1 3 7 9 9,以上皆非,C,考古題,medium,,,,"第一個迴圈讓 i 跑過 0 到 n-1（完整範圍，不是只到一半），也就是每一對 (i, n-1-i) 都被交換了兩次，等於整個陣列又變回原本的樣子：a 仍是 [1,3,5,7,9,8,6,4,2]，完全沒有改變。

第二個迴圈 i 從 0 到 n//2（共 5 次），印出 a[i] 與 a[n-i-1]：
i=0：a[0]=1, a[8]=2 → ""1 2""
i=1：a[1]=3, a[7]=4 → ""3 4""
i=2：a[2]=5, a[6]=6 → ""5 6""
i=3：a[3]=7, a[5]=8 → ""7 8""
i=4：a[4]=9, a[4]=9（i 與 n-i-1 剛好相同）→ ""9 9""

合起來輸出 ""1 2 3 4 5 6 7 8 9 9""。","Python,考古題",True
考古題_C_Q.16,"int F(int a) {
    if ( <condition> )
        return 1;
    else
        return F(a-2) + F(a-3);
}

右側函式以 F(7) 呼叫後回傳值為 12，則 <condition> 應為何？",a < 3,a < 2,a < 1,a < 0,以上皆非,D,考古題,hard,,,,"逐一代入四個候選條件計算 F(7)，只有 condition 為「a<0」時才會得到 12：
以 a<0 為終止條件：F(0)=F(-2)+F(-3)=1+1=2；F(1)=F(-1)+F(-2)=1+1=2；F(2)=F(0)+F(-1)=2+1=3；F(3)=F(1)+F(0)=2+2=4；F(4)=F(2)+F(1)=3+2=5；F(5)=F(3)+F(2)=4+3=7；F(6)=F(4)+F(3)=5+4=9；F(7)=F(5)+F(4)=7+5=12。正好符合。

其餘三個較「寬鬆」的終止條件（a<3、a<2、a<1）會讓遞迴提早結束，實際驗算會得到比 12 小的值（分別是 5、7、9），因此答案是 a<0。","C程式,考古題",True
考古題_Python_Q.16,"def F(a):
    if <condition>:
        return 1
    else:
        return F(a-2) + F(a-3)

右側函式以 F(7) 呼叫後回傳值為 12，則 <condition> 應為何？",a < 3,a < 2,a < 1,a < 0,以上皆非,D,考古題,hard,,,,"逐一代入四個候選條件計算 F(7)，只有 condition 為「a<0」時才會得到 12：
以 a<0 為終止條件：F(0)=F(-2)+F(-3)=1+1=2；F(1)=F(-1)+F(-2)=1+1=2；F(2)=F(0)+F(-1)=2+1=3；F(3)=F(1)+F(0)=2+2=4；F(4)=F(2)+F(1)=3+2=5；F(5)=F(3)+F(2)=4+3=7；F(6)=F(4)+F(3)=5+4=9；F(7)=F(5)+F(4)=7+5=12。正好符合。

其餘三個較「寬鬆」的終止條件（a<3、a<2、a<1）會讓遞迴提早結束，實際驗算會得到比 12 小的值（分別是 5、7、9），因此答案是 a<0。","Python,考古題",True
考古題_C_Q.17,"if (s>=90) {
    printf(""A \n"");
}
else if (s>=80) {
    printf(""B \n"");
}
else if (s>60) {
    printf(""D \n"");
}
else if (s>70) {
    printf(""C \n"");
}
else {
    printf(""F\n"");
}

右側是依據分數 s 評定等第的程式碼片段，正確的等第公式應為：90~100 判為 A 等、80~89 判為 B 等、70~79 判為 C 等、60~69 判為 D 等、0~59 判為 F 等。這段程式碼在處理 0~100 的分數時，有幾個分數的等第是錯的？",20,11,2,10,以上皆非,B,考古題,hard,,,,"這段程式碼把「s>60」的判斷放在「s>70」之前，因為 s>60 是比較寬鬆的條件，只要分數大於 60 就會先被這一支攔截，導致「s>70」這個分支永遠不會被執行到（形同虛設）。

逐一檢查各分數區間：
90~100（11個分數）：判為 A，正確。
80~89（10個分數）：判為 B，正確。
70~79（10個分數）：應該判為 C，但因為 s>60 先成立，全部被誤判為 D。10 個分數錯誤。
61~69（9個分數）：應該判為 D，程式也判為 D（因為 s>60 成立），正確。
剛好 60 分：不滿足 s>60（60 不大於 60），也不滿足 s>70，因此掉進 else，被誤判為 F；但 60 分應該判為 D。1 個分數錯誤。
0~59（60個分數）：判為 F，正確。

錯誤的分數共有 70~79（10個）加上 60 分（1個）＝11 個。","C程式,考古題",True
考古題_Python_Q.17,"if s>=90:
    print('A')
elif s>=80:
    print('B')
elif s>60:
    print('D')
elif s>70:
    print('C')
else:
    print('F')

右側是依據分數 s 評定等第的程式碼片段，正確的等第公式應為：90~100 判為 A 等、80~89 判為 B 等、70~79 判為 C 等、60~69 判為 D 等、0~59 判為 F 等。這段程式碼在處理 0~100 的分數時，有幾個分數的等第是錯的？",20,11,2,10,以上皆非,B,考古題,hard,,,,"這段程式碼把「s>60」的判斷放在「s>70」之前，因為 s>60 是比較寬鬆的條件，只要分數大於 60 就會先被這一支攔截，導致「s>70」這個分支永遠不會被執行到（形同虛設）。

逐一檢查各分數區間：
90~100（11個分數）：判為 A，正確。
80~89（10個分數）：判為 B，正確。
70~79（10個分數）：應該判為 C，但因為 s>60 先成立，全部被誤判為 D。10 個分數錯誤。
61~69（9個分數）：應該判為 D，程式也判為 D（因為 s>60 成立），正確。
剛好 60 分：不滿足 s>60（60 不大於 60），也不滿足 s>70，因此掉進 else，被誤判為 F；但 60 分應該判為 D。1 個分數錯誤。
0~59（60個分數）：判為 F，正確。

錯誤的分數共有 70~79（10個）加上 60 分（1個）＝11 個。","Python,考古題",True
考古題_C_Q.18,"int maze[5][5]= {{1, 1, 1, 1, 1},
                  {1, 0, 1, 0, 1},
                  {1, 1, 0, 0, 1},
                  {1, 0, 0, 1, 1},
                  {1, 1, 1, 1, 1} };
int count=0;
for (int i=1; i<=3; i=i+1) {
    for (int j=1; j<=3; j=j+1) {
        int dir[4][2] = {{-1,0}, {0,1}, {1,0}, {0,-1}};
        for (int d=0; d<4; d=d+1) {
            if (maze[i+dir[d][0]][j+dir[d][1]]==1) {
                count = count + 1;
            }
        }
    }
}

右側程式片段執行後，count 的值為何？",36,20,12,3,以上皆非,B,考古題,hard,,,,"對迷宮中間 3x3 的每一格 (i,j)（i,j 各為 1~3），檢查上下左右四個方向的格子是否為 1，逐一累加：

(1,1)：上下左右皆為 1，貢獻 4。
(1,2)：只有上方是 1，貢獻 1。
(1,3)：上、右、左為 1，貢獻 3。
(2,1)：只有左方是 1，貢獻 1。
(2,2)：上、左為 1，貢獻 2。
(2,3)：右、下為 1，貢獻 2。
(3,1)：上、下、左為 1，貢獻 3。
(3,2)：右、下為 1，貢獻 2。
(3,3)：右、下為 1，貢獻 2。

總和：4+1+3+1+2+2+3+2+2 = 20。","C程式,考古題",True
考古題_Python_Q.18,"maze = [[1, 1, 1, 1, 1],
        [1, 0, 1, 0, 1],
        [1, 1, 0, 0, 1],
        [1, 0, 0, 1, 1],
        [1, 1, 1, 1, 1]]
count = 0
for i in range(1, 4):
    for j in range(1, 4):
        dir = [[-1,0], [0,1], [1,0], [0,-1]]
        for d in range(4):
            if maze[i+dir[d][0]][j+dir[d][1]]==1:
                count = count + 1

右側程式片段執行後，count 的值為何？",36,20,12,3,以上皆非,B,考古題,hard,,,,"對迷宮中間 3x3 的每一格 (i,j)（i,j 各為 1~3），檢查上下左右四個方向的格子是否為 1，逐一累加：

(1,1)：上下左右皆為 1，貢獻 4。
(1,2)：只有上方是 1，貢獻 1。
(1,3)：上、右、左為 1，貢獻 3。
(2,1)：只有左方是 1，貢獻 1。
(2,2)：上、左為 1，貢獻 2。
(2,3)：右、下為 1，貢獻 2。
(3,1)：上、下、左為 1，貢獻 3。
(3,2)：右、下為 1，貢獻 2。
(3,3)：右、下為 1，貢獻 2。

總和：4+1+3+1+2+2+3+2+2 = 20。","Python,考古題",True
考古題_C_Q.19,"for (int i=0; i<=3; i=i+1) {
    for (int j=0; j<i; j=j+1)
        printf("" "");
    for (int k=6-2*i; (a) ; k=k-1)
        printf(""*"");
    printf(""\n"");
}

右側程式片段中執行後若要印出下列圖案（由上到下依序縮排 0、1、2、3 格，星號依序為 6、4、2、0 個）：
******
   ****
       **

(a) 的條件判斷式該如何設定？",k > 2,k > 1,k > 0,k > -1,以上皆非,C,考古題,medium,,,,"每一行印出的星星數量依序是 6、4、2、0（第 4 行印 0 顆星，等於只印縮排、看起來是空白行）。內層迴圈 k 從 6-2i 開始遞減，若要 i=0 時印出 6 顆星（k=6,5,4,3,2,1 共 6 個），迴圈要在 k 大於 0 時持續執行，也就是 Python 版 range(6, 0, -1) 停在 0（不含），對應 C 版條件 k>0。驗證 i=2：k 從 2 開始遞減，range(2,0,-1) 只有 k=2,1 共 2 個，符合印 2 顆星；i=3：range(0,0,-1) 是空的，印 0 顆星，符合圖案第 4 行沒有星星。","C程式,考古題",True
考古題_Python_Q.19,"for i in range(4):
    for j in range(i):
        print(' ', end='')
    for k in range(6-2*i, (a), -1):
        print('*', end='')
    print('')

右側程式片段中執行後若要印出下列圖案（由上到下依序縮排 0、1、2、3 格，星號依序為 6、4、2、0 個）：
******
   ****
       **

(a) 的條件判斷式該如何設定？",2,1,0,-1,以上皆非,C,考古題,medium,,,,"每一行印出的星星數量依序是 6、4、2、0（第 4 行印 0 顆星，等於只印縮排、看起來是空白行）。內層迴圈 k 從 6-2i 開始遞減，若要 i=0 時印出 6 顆星（k=6,5,4,3,2,1 共 6 個），迴圈要在 k 大於 0 時持續執行，也就是 Python 版 range(6, 0, -1) 停在 0（不含），對應 C 版條件 k>0。驗證 i=2：k 從 2 開始遞減，range(2,0,-1) 只有 k=2,1 共 2 個，符合印 2 顆星；i=3：range(0,0,-1) 是空的，印 0 顆星，符合圖案第 4 行沒有星星。","Python,考古題",True
考古題_C_Q.20,"int Total, Paid, Change;
Change = Paid - Total;
printf(""500 : %d pieces\n"", (Change-Change%500)/500);
Change = Change % 500;
printf(""100 : %d coins\n"", (Change-Change%100)/100);
Change = Change % 100;
// A區
printf(""50 : %d coins\n"", (Change-Change%50)/50);
Change = Change % 50;
// B區
printf(""10 : %d coins\n"", (Change-Change%10)/10);
Change = Change % 10;
// C區
printf(""5 : %d coins\n"", (Change-Change%5)/5);
Change = Change % 5;
// D區
printf(""1 : %d coins\n"", (Change-Change%1)/1);
Change = Change % 1;

下列程式碼是自動計算找零程式的一部分，程式碼中三個主要變數分別為 Total（購買總額）、Paid（實際支付金額）、Change（找零金額）。但是此程式片段有冗餘的程式碼，也就是移除該段程式碼之後不會影響程式的功能。請找出冗餘程式碼所在的區塊。",冗餘程式碼在 A 區,冗餘程式碼在 B 區,冗餘程式碼在 C 區,冗餘程式碼在 D 區,沒有冗餘的程式碼,D,考古題,medium,,,,最後一段（D 區）在印出 1 元硬幣數量之後，還執行了「Change = Change % 1」。因為任何整數對 1 取餘數必定是 0，而 Change 在這行之後也不會再被使用，所以這一行是完全不影響程式功能的冗餘程式碼，可以直接刪除而不改變任何輸出結果。其餘 A、B、C 區的計算（500、100、50、10、5 元的找零）都是後續步驟所必需的，缺一不可。,"C程式,考古題",True
考古題_Python_Q.20,"Change = Paid - Total
print(f'500 : {(Change-Change%500)//500} pieces')
Change = Change % 500
print(f'100 : {(Change-Change%100)//100} coins')
Change = Change % 100
#A區
print(f'50 : {(Change-Change%50)//50} coins')
Change = Change % 50
#B區
print(f'10 : {(Change-Change%10)//10} coins')
Change = Change % 10
#C區
print(f'5 : {(Change-Change%5)//5} coins')
Change = Change % 5
#D區
print(f'1 : {(Change-Change%1)//1} coins')
Change = Change % 1

下列程式碼是自動計算找零程式的一部分，程式碼中三個主要變數分別為 Total（購買總額）、Paid（實際支付金額）、Change（找零金額）。但是此程式片段有冗餘的程式碼，也就是移除該段程式碼之後不會影響程式的功能。請找出冗餘程式碼所在的區塊。",冗餘程式碼在 A 區,冗餘程式碼在 B 區,冗餘程式碼在 C 區,冗餘程式碼在 D 區,沒有冗餘的程式碼,D,考古題,medium,,,,最後一段（D 區）在印出 1 元硬幣數量之後，還執行了「Change = Change % 1」。因為任何整數對 1 取餘數必定是 0，而 Change 在這行之後也不會再被使用，所以這一行是完全不影響程式功能的冗餘程式碼，可以直接刪除而不改變任何輸出結果。其餘 A、B、C 區的計算（500、100、50、10、5 元的找零）都是後續步驟所必需的，缺一不可。,"Python,考古題",True
